log_id,template,variables,original
2251,"<DATE> [INFO] database <P_ID> <T_ID>335 checkpoint generated by rlog flush thread, full_status: <STATUS>, ptx_reserved: <RESERVED>",[],"2025-04-30 00:10:23.042 [INFO] database P0000009826 T0000000000000011335  checkpoint generated by rlog flush thread, full_status:161, ptx_reserved:52"
2252,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint begin, <*> <*>","['2025-04-30 00:10:23.042', 'P0000009826', 'T0000000000000011', 'used_space[134323200],', 'f']","2025-04-30 00:10:23.042 [INFO] database P0000009826 T0000000000000011334  checkpoint begin, used_space[134323200], free_space[21340505088]..."
2253,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:10:23.466', 'P0000009826', 'T0000000000000011', 'b']",2025-04-30 00:10:23.466 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 begin
2254,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:10:23.466', 'P0000009826', 'T0000000000000011', 'e']",2025-04-30 00:10:23.466 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 end
2255,<DATE> [INFO] database <P_ID> <*> ckpt2_log_adjust: full_status: <*> ptx_reserved: <*>,"['2025-04-30 00:10:23.540', 'P0000009826', 'T0000000000000011334', '160,', '2']","2025-04-30 00:10:23.540 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: full_status: 160, ptx_reserved: 20"
2256,"<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_log_adjust: ckpt_lsn(2740295863839), ckpt_fil(0), ckpt_off(9380811776), cur_lsn(2740295988120), l_next_seq(35891330224), g_next_seq(35790007889), cur_free(9438965760), total_space(21474828288), used_space(58153984), free_space(21416674304), n_ep(2)","['2025-04-30 00:10:23.542', 'P0000009826', 'T0000000000000011']","2025-04-30 00:10:23.542 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: ckpt_lsn(2740295863839), ckpt_fil(0), ckpt_off(9380811776), cur_lsn(2740295988120), l_next_seq(35891330224), g_next_seq(35790007889), cur_free(9438965760), total_space(21474828288), used_space(58153984), free_space(21416674304), n_ep(2)"
2257,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint end, <*> pages flushed, <*> <*>","['2025-04-30 00:10:23.542', 'P0000009826', 'T0000000000000011', '2006', 'used_space[58498048],', 'f']","2025-04-30 00:10:23.542 [INFO] database P0000009826 T0000000000000011334  checkpoint end, 2006 pages flushed, used_space[58498048], free_space[21416330240]."
2258,<DATE> [WARNING] database <P_ID> <*> socket_err_should_retry <*>,"['2025-04-30 00:10:23.969', 'P0000009826', 'T0000000000000061934', 'e']",2025-04-30 00:10:23.969 [WARNING] database P0000009826 T0000000000000061934  socket_err_should_retry errno:12
2259,<DATE> [INFO] database <P_ID> <*> checkpoint requested by <*> rlog free <*> used <*>,"['2025-04-30 00:10:24.197', 'P0000009826', 'T0000000000000011335', 'RLOG_FLUSH_THREAD,', 'space[21340539392],', 's']","2025-04-30 00:10:24.197 [INFO] database P0000009826 T0000000000000011335  checkpoint requested by RLOG_FLUSH_THREAD, rlog free space[21340539392], used space[134288896]"
2260,"<DATE> [INFO] database <P_ID> <T_ID>335 checkpoint generated by rlog flush thread, full_status: <STATUS>, ptx_reserved: <RESERVED>",[],"2025-04-30 00:10:24.197 [INFO] database P0000009826 T0000000000000011335  checkpoint generated by rlog flush thread, full_status:161, ptx_reserved:18"
2261,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint begin, <*> <*>","['2025-04-30 00:10:24.197', 'P0000009826', 'T0000000000000011', 'used_space[134288896],', 'f']","2025-04-30 00:10:24.197 [INFO] database P0000009826 T0000000000000011334  checkpoint begin, used_space[134288896], free_space[21340539392]..."
2262,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:10:24.670', 'P0000009826', 'T0000000000000011', 'b']",2025-04-30 00:10:24.670 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 begin
2263,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:10:24.670', 'P0000009826', 'T0000000000000011', 'e']",2025-04-30 00:10:24.670 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 end
2264,<DATE> [INFO] database <P_ID> <*> ckpt2_log_adjust: full_status: <*> ptx_reserved: <*>,"['2025-04-30 00:10:24.779', 'P0000009826', 'T0000000000000011334', '160,', '3']","2025-04-30 00:10:24.779 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: full_status: 160, ptx_reserved: 38"
2265,"<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_log_adjust: ckpt_lsn(2740296028944), ckpt_fil(0), ckpt_off(9446422016), cur_lsn(2740296175614), l_next_seq(35891330550), g_next_seq(35790008215), cur_free(9515187200), total_space(21474828288), used_space(68765184), free_space(21406063104), n_ep(2)","['2025-04-30 00:10:24.780', 'P0000009826', 'T0000000000000011']","2025-04-30 00:10:24.780 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: ckpt_lsn(2740296028944), ckpt_fil(0), ckpt_off(9446422016), cur_lsn(2740296175614), l_next_seq(35891330550), g_next_seq(35790008215), cur_free(9515187200), total_space(21474828288), used_space(68765184), free_space(21406063104), n_ep(2)"
2266,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint end, <*> pages flushed, <*> <*>","['2025-04-30 00:10:24.780', 'P0000009826', 'T0000000000000011', '2208', 'used_space[69027328],', 'f']","2025-04-30 00:10:24.780 [INFO] database P0000009826 T0000000000000011334  checkpoint end, 2208 pages flushed, used_space[69027328], free_space[21405800960]."
2267,<DATE> [INFO] database <P_ID> <*> checkpoint requested by <*> rlog free <*> used <*>,"['2025-04-30 00:10:24.780', 'P0000009826', 'T0000000000000011334', 'CKPT2_FLUSH_THREAD,', 'space[21405800960],', 's']","2025-04-30 00:10:24.780 [INFO] database P0000009826 T0000000000000011334  checkpoint requested by CKPT2_FLUSH_THREAD, rlog free space[21405800960], used space[69027328]"
2268,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint begin, <*> <*>","['2025-04-30 00:10:24.780', 'P0000009826', 'T0000000000000011', 'used_space[69027328],', 'f']","2025-04-30 00:10:24.780 [INFO] database P0000009826 T0000000000000011334  checkpoint begin, used_space[69027328], free_space[21405800960]..."
2269,<DATE> [WARNING] database <P_ID> <*> socket_err_should_retry <*>,"['2025-04-30 00:10:24.795', 'P0000009826', 'T0000000000000061710', 'e']",2025-04-30 00:10:24.795 [WARNING] database P0000009826 T0000000000000061710  socket_err_should_retry errno:12
2270,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:10:25.036', 'P0000009826', 'T0000000000000011', 'b']",2025-04-30 00:10:25.036 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 begin
2271,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:10:25.036', 'P0000009826', 'T0000000000000011', 'e']",2025-04-30 00:10:25.036 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 end
2272,<DATE> [WARNING] database <P_ID> <*> socket_err_should_retry <*>,"['2025-04-30 00:10:25.203', 'P0000009826', 'T0000000000000061914', 'e']",2025-04-30 00:10:25.203 [WARNING] database P0000009826 T0000000000000061914  socket_err_should_retry errno:12
2273,<DATE> [INFO] database <P_ID> <*> ckpt2_log_adjust: full_status: <*> ptx_reserved: <*>,"['2025-04-30 00:10:25.264', 'P0000009826', 'T0000000000000011334', '160,', '0']","2025-04-30 00:10:25.264 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: full_status: 160, ptx_reserved: 0"
2274,"<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_log_adjust: ckpt_lsn(2740296156589), ckpt_fil(0), ckpt_off(9491700736), cur_lsn(2740296326682), l_next_seq(35891330783), g_next_seq(35790008448), cur_free(9564864512), total_space(21474828288), used_space(81399808), free_space(21393428480), n_ep(2)","['2025-04-30 00:10:25.264', 'P0000009826', 'T0000000000000011']","2025-04-30 00:10:25.264 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: ckpt_lsn(2740296156589), ckpt_fil(0), ckpt_off(9491700736), cur_lsn(2740296326682), l_next_seq(35891330783), g_next_seq(35790008448), cur_free(9564864512), total_space(21474828288), used_space(81399808), free_space(21393428480), n_ep(2)"
2275,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint end, <*> pages flushed, <*> <*>","['2025-04-30 00:10:25.264', 'P0000009826', 'T0000000000000011', '756', 'used_space[81399808],', 'f']","2025-04-30 00:10:25.264 [INFO] database P0000009826 T0000000000000011334  checkpoint end, 756 pages flushed, used_space[81399808], free_space[21393428480]."
2276,<DATE> [INFO] database <P_ID> <*> checkpoint requested by <*> rlog free <*> used <*>,"['2025-04-30 00:10:25.907', 'P0000009826', 'T0000000000000011335', 'RLOG_FLUSH_THREAD,', 'space[21340598784],', 's']","2025-04-30 00:10:25.907 [INFO] database P0000009826 T0000000000000011335  checkpoint requested by RLOG_FLUSH_THREAD, rlog free space[21340598784], used space[134229504]"
2277,"<DATE> [INFO] database <P_ID> <T_ID>335 checkpoint generated by rlog flush thread, full_status: <STATUS>, ptx_reserved: <RESERVED>",[],"2025-04-30 00:10:25.907 [INFO] database P0000009826 T0000000000000011335  checkpoint generated by rlog flush thread, full_status:161, ptx_reserved:4"
2278,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint begin, <*> <*>","['2025-04-30 00:10:25.907', 'P0000009826', 'T0000000000000011', 'used_space[134229504],', 'f']","2025-04-30 00:10:25.907 [INFO] database P0000009826 T0000000000000011334  checkpoint begin, used_space[134229504], free_space[21340598784]..."
2279,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:10:26.265', 'P0000009826', 'T0000000000000011', 'b']",2025-04-30 00:10:26.265 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 begin
2280,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:10:26.265', 'P0000009826', 'T0000000000000011', 'e']",2025-04-30 00:10:26.265 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 end
2281,<DATE> [INFO] database <P_ID> <*> ckpt2_log_adjust: full_status: <*> ptx_reserved: <*>,"['2025-04-30 00:10:26.418', 'P0000009826', 'T0000000000000011334', '160,', '1']","2025-04-30 00:10:26.418 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: full_status: 160, ptx_reserved: 18"
2282,"<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_log_adjust: ckpt_lsn(2740296284092), ckpt_fil(0), ckpt_off(9549688320), cur_lsn(2740296475735), l_next_seq(35891331027), g_next_seq(35790008692), cur_free(9625982464), total_space(21474828288), used_space(76294144), free_space(21398534144), n_ep(2)","['2025-04-30 00:10:26.420', 'P0000009826', 'T0000000000000011']","2025-04-30 00:10:26.420 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: ckpt_lsn(2740296284092), ckpt_fil(0), ckpt_off(9549688320), cur_lsn(2740296475735), l_next_seq(35891331027), g_next_seq(35790008692), cur_free(9625982464), total_space(21474828288), used_space(76294144), free_space(21398534144), n_ep(2)"
2283,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint end, <*> pages flushed, <*> <*>","['2025-04-30 00:10:26.421', 'P0000009826', 'T0000000000000011', '2307', 'used_space[76461056],', 'f']","2025-04-30 00:10:26.421 [INFO] database P0000009826 T0000000000000011334  checkpoint end, 2307 pages flushed, used_space[76461056], free_space[21398367232]."
2284,<DATE> [WARNING] database <P_ID> <*> socket_err_should_retry <*>,"['2025-04-30 00:10:26.679', 'P0000009826', 'T0000000000000061937', 'e']",2025-04-30 00:10:26.679 [WARNING] database P0000009826 T0000000000000061937  socket_err_should_retry errno:12
2285,<DATE> [WARNING] database <P_ID> <*> socket_err_should_retry <*>,"['2025-04-30 00:10:26.711', 'P0000009826', 'T0000000000000062094', 'e']",2025-04-30 00:10:26.711 [WARNING] database P0000009826 T0000000000000062094  socket_err_should_retry errno:12
2286,<DATE> [INFO] database <P_ID> <*> checkpoint requested by <*> rlog free <*> used <*>,"['2025-04-30 00:10:28.384', 'P0000009826', 'T0000000000000011335', 'RLOG_FLUSH_THREAD,', 'space[21340557312],', 's']","2025-04-30 00:10:28.384 [INFO] database P0000009826 T0000000000000011335  checkpoint requested by RLOG_FLUSH_THREAD, rlog free space[21340557312], used space[134270976]"
2287,"<DATE> [INFO] database <P_ID> <T_ID>335 checkpoint generated by rlog flush thread, full_status: <STATUS>, ptx_reserved: <RESERVED>",[],"2025-04-30 00:10:28.384 [INFO] database P0000009826 T0000000000000011335  checkpoint generated by rlog flush thread, full_status:161, ptx_reserved:0"
2288,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint begin, <*> <*>","['2025-04-30 00:10:28.384', 'P0000009826', 'T0000000000000011', 'used_space[134270976],', 'f']","2025-04-30 00:10:28.384 [INFO] database P0000009826 T0000000000000011334  checkpoint begin, used_space[134270976], free_space[21340557312]..."
2289,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:10:28.737', 'P0000009826', 'T0000000000000011', 'b']",2025-04-30 00:10:28.737 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 begin
2290,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:10:28.738', 'P0000009826', 'T0000000000000011', 'e']",2025-04-30 00:10:28.738 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 end
2291,<DATE> [INFO] database <P_ID> <*> ckpt2_log_adjust: full_status: <*> ptx_reserved: <*>,"['2025-04-30 00:10:28.849', 'P0000009826', 'T0000000000000011334', '160,', '2']","2025-04-30 00:10:28.849 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: full_status: 160, ptx_reserved: 22"
2292,"<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_log_adjust: ckpt_lsn(2740296601735), ckpt_fil(0), ckpt_off(9646729728), cur_lsn(2740296766911), l_next_seq(35891331522), g_next_seq(35790009187), cur_free(9684023808), total_space(21474828288), used_space(37294080), free_space(21437534208), n_ep(2)","['2025-04-30 00:10:28.850', 'P0000009826', 'T0000000000000011']","2025-04-30 00:10:28.850 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: ckpt_lsn(2740296601735), ckpt_fil(0), ckpt_off(9646729728), cur_lsn(2740296766911), l_next_seq(35891331522), g_next_seq(35790009187), cur_free(9684023808), total_space(21474828288), used_space(37294080), free_space(21437534208), n_ep(2)"
2293,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint end, <*> pages flushed, <*> <*>","['2025-04-30 00:10:28.850', 'P0000009826', 'T0000000000000011', '2887', 'used_space[37294080],', 'f']","2025-04-30 00:10:28.850 [INFO] database P0000009826 T0000000000000011334  checkpoint end, 2887 pages flushed, used_space[37294080], free_space[21437534208]."
2294,"<DATE> [INFO] database <P_ID> <*> hpc_process_ckpt_far_ep_flush flush begin, pseg_first_open:0, hpc_status:1, src_site:1, <*>","['2025-04-30 00:10:32.464', 'P0000009826', 'T0000000000000011053', 'c']","2025-04-30 00:10:32.464 [INFO] database P0000009826 T0000000000000011053  hpc_process_ckpt_far_ep_flush flush begin, pseg_first_open:0, hpc_status:1, src_site:1, ckpt_lsn:2740296880113"
2295,<DATE> [INFO] database <P_ID> <*> checkpoint requested by <*> rlog free <*> used <*>,"['2025-04-30 00:10:32.489', 'P0000009826', 'T0000000000000011335', 'RLOG_FLUSH_THREAD,', 'space[21340535296],', 's']","2025-04-30 00:10:32.489 [INFO] database P0000009826 T0000000000000011335  checkpoint requested by RLOG_FLUSH_THREAD, rlog free space[21340535296], used space[134292992]"
2296,"<DATE> [INFO] database <P_ID> <T_ID>335 checkpoint generated by rlog flush thread, full_status: <STATUS>, ptx_reserved: <RESERVED>",[],"2025-04-30 00:10:32.489 [INFO] database P0000009826 T0000000000000011335  checkpoint generated by rlog flush thread, full_status:161, ptx_reserved:4"
2297,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint begin, <*> <*>","['2025-04-30 00:10:32.489', 'P0000009826', 'T0000000000000011', 'used_space[134292992],', 'f']","2025-04-30 00:10:32.489 [INFO] database P0000009826 T0000000000000011334  checkpoint begin, used_space[134292992], free_space[21340535296]..."
2298,"<DATE> [INFO] database <P_ID> <*> hpc_process_ckpt_far_ep_flush flush total <*> pages done, pseg_first_open:0, hpc_status:1, src_site:1, <*> <*> max_gen_lsn:0 code:0","['2025-04-30 00:10:32.627', 'P0000009826', 'T0000000000000011053', '431', 'ckpt_lsn:2740296880113,', 'min_fst_mdf_lsn:2740296880251,']","2025-04-30 00:10:32.627 [INFO] database P0000009826 T0000000000000011053  hpc_process_ckpt_far_ep_flush flush total 431 pages done, pseg_first_open:0, hpc_status:1, src_site:1, ckpt_lsn:2740296880113, min_fst_mdf_lsn:2740296880251, max_gen_lsn:0 code:0"
2299,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:10:32.918', 'P0000009826', 'T0000000000000011', 'b']",2025-04-30 00:10:32.918 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 begin
2300,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:10:32.918', 'P0000009826', 'T0000000000000011', 'e']",2025-04-30 00:10:32.918 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 end
2301,<DATE> [INFO] database <P_ID> <*> ckpt2_log_adjust: full_status: <*> ptx_reserved: <*>,"['2025-04-30 00:10:33.011', 'P0000009826', 'T0000000000000011334', '160,', '1']","2025-04-30 00:10:33.011 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: full_status: 160, ptx_reserved: 18"
2302,"<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_log_adjust: ckpt_lsn(2740297149921), ckpt_fil(0), ckpt_off(9744809984), cur_lsn(2740297335322), l_next_seq(35891332092), g_next_seq(35790009757), cur_free(9781259264), total_space(21474828288), used_space(36279808), free_space(21438548480), n_ep(2)","['2025-04-30 00:10:33.017', 'P0000009826', 'T0000000000000011']","2025-04-30 00:10:33.017 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: ckpt_lsn(2740297149921), ckpt_fil(0), ckpt_off(9744809984), cur_lsn(2740297335322), l_next_seq(35891332092), g_next_seq(35790009757), cur_free(9781259264), total_space(21474828288), used_space(36279808), free_space(21438548480), n_ep(2)"
2303,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint end, <*> pages flushed, <*> <*>","['2025-04-30 00:10:33.017', 'P0000009826', 'T0000000000000011', '2423', 'used_space[36556288],', 'f']","2025-04-30 00:10:33.017 [INFO] database P0000009826 T0000000000000011334  checkpoint end, 2423 pages flushed, used_space[36556288], free_space[21438272000]."
